SET,GCS_URI,LABEL
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_24_1_33.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_43_3_93.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_49_9_273.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_5_1_33.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_23_0_13.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_22_1_53.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_11_2_73.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_49_7_233.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_16_0_13.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_5_0_3.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_13_3_113.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_11_9_293.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_14_0_3.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_18_5_153.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_28_0_13.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_7_4_133.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_26_5_173.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_41_7_233.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_48_5_173.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_1_2_73.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_6_1_53.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_15_1_33.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_28_5_153.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_42_8_253.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_14_2_73.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_41_1_33.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_7_9_293.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_20_5_173.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_36_1_33.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_50_9_293.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_50_0_13.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_33_9_293.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_9_7_233.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_40_5_153.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_13_2_73.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_15_0_13.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_39_9_293.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_30_1_33.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_46_0_3.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_29_5_153.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_18_2_73.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_7_1_33.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_21_0_13.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_48_8_253.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_4_3_113.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_36_5_153.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_35_5_173.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_6_9_293.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_41_0_13.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_30_3_113.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_35_0_3.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_38_5_173.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/full_visibility/GICSD_11_3_113.png,FULL_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/no_visibility/GICSD_5_7_213.png,NO_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/no_visibility/GICSD_33_6_193.png,NO_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/no_visibility/GICSD_36_7_213.png,NO_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/no_visibility/GICSD_30_7_213.png,NO_VISIBILITY
TEST,gs://gauss-grayscale-ids/test/no_visibility/GICSD_21_7_213.png,NO_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_24_6_193_0_9987.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_25_7_213_0_8495.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_3_113_0_6419.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_25_7_233_0_9621.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_32_9_293_0_1001.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_7_7_213_0_4974.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_11_7_213_0_2085.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_37_1_53_0_8054.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_41_6_193_0_4737.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_32_9_293_0_8145.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_30_6_193_0_6485.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_11_6_193_0_5833.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_35_2_73_0_7571.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_11_7_213_0_379.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_36_3_113_0_4433.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_47_3_113_0_9471.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_6_7_213_0_806.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_2_73_0_1972.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_17_6_193_0_3156.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_1_53_0_9502.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_6_7_213_0_9406.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_3_7_233_0_5938.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_27_7_213_0_9655.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_42_1_53_0_8123.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_18_7_233_0_3501.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_34_3_113_0_9750.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_3_6_193_0_8245.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_6_3_93_0_4480.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_3_113_0_1177.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_23_7_213_0_6010.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_35_3_113_0_7090.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_7_6_193_0_8731.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_2_6_193_0_2124.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_48_7_213_0_6908.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_18_6_193_0_1585.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_5_173_0_2751.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_5_173_0_429.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_24_5_173_0_4361.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_8_5_173_0_5732.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_32_9_293_0_8184.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_38_6_193_0_8514.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_29_3_93_0_3137.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_17_7_233_0_6333.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_28_3_93_0_8359.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_35_3_113_0_9902.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_29_7_233_0_7818.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_30_5_153_0_8380.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_11_7_213_0_6236.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_1_53_0_4804.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_7_6_193_0_3711.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_30_6_193_0_5039.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_38_7_213_0_953.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_48_7_213_0_1486.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_19_6_193_0_2399.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_17_3_93_0_4782.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_38_1_33_0_6219.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_21_2_73_0_7805.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_5_173_0_8872.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_46_6_193_0_5838.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_41_6_193_0_809.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_17_3_93_0_4976.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_21_7_233_0_3736.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_21_2_73_0_564.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_27_7_213_0_9901.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_38_7_213_0_5874.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_13_6_193_0_1756.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_7_6_193_0_1116.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_17_3_93_0_2136.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_35_6_193_0_1177.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_2_73_0_879.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_28_6_193_0_2629.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_3_7_213_0_9705.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_7_7_213_0_7328.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_16_9_293_0_2794.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_6_7_213_0_1934.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_6_3_93_0_2631.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_39_3_113_0_5506.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_10_7_233_0_3453.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_28_3_93_0_8605.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_16_6_193_0_472.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_8_5_173_0_1587.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_45_3_113_0_3330.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_8_5_173_0_6564.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_25_7_213_0_3114.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_9_3_113_0_5095.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_40_6_193_0_9302.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_35_2_73_0_3472.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_24_6_193_0_1489.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_16_6_193_0_5437.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_21_7_233_0_3051.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_38_7_213_0_1839.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_3_7_213_0_6999.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_32_7_233_0_469.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_42_1_53_0_8721.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_40_6_193_0_3611.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_46_7_233_0_8185.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_25_6_193_0_827.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_46_6_193_0_1056.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_32_7_233_0_9189.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_28_6_193_0_4886.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_16_9_293_0_899.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_36_6_193_0_1779.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_12_6_193_0_4921.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_41_6_193_0_6642.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_46_7_233_0_584.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_47_3_113_0_8804.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_2_6_193_0_8963.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_30_6_193_0_9349.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_3_7_233_0_7546.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_19_6_193_0_4945.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_48_2_73_0_7700.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_9_7_213_0_1188.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_10_7_233_0_5872.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_21_3_113_0_1044.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_35_2_73_0_5098.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_37_1_53_0_8989.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_4_7_213_0_2798.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_34_3_113_0_330.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_8_6_193_0_474.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_48_2_73_0_4631.png,PARTIAL_VISIBILITY
TRAIN,gs://gauss-grayscale-ids/train/partial_visibility/GICSD_41_6_193_0_6341.png,PARTIAL_VISIBILITY
